nMillisecondsElapsed,nBlue,nGreen,nRed,nAlpha,nIr
156,0.36094170068722,0.315808595368962,0.500001583268116,0.391171078821629,0.202740756848758
225,0.391143105990935,0.361136419662599,0.316465763052149,0.500002422654288,0.209084206373431
284,0.360997179458628,0.316330859603516,0.500001617754013,0.391367751713893,0.202005139551383
604,0.50000242434623,0.39137632282278,0.361289339380537,0.316372055602185,0.204175172023615
667,0.50000154833971,0.391171729314355,0.360825949547055,0.315815065780856,0.203237273739866
967,0.500002332482515,0.392189287857649,0.362889746078182,0.316251281319877,0.19423841030508
1019,0.362894862507336,0.316251823311756,0.50000151552597,0.392532659894114,0.196167709231828
1221,0.49999999999996,0.397475618503502,0.369257524270599,0.322672339357005,0.202296404746837
1273,0.50000237933871,0.396652617986437,0.368386470891666,0.321570998188672,0.202912358597559
1329,0.499999999999856,0.397864088254668,0.369558481469944,0.323224788362029,0.206162247167576
1386,0.499999999999965,0.396106404129198,0.367253426337233,0.321262205194095,0.203103932740587
1559,0.392095812758241,0.363362970976566,0.3180324283839,0.500002379760124,0.206874890614979
1631,0.363660873106381,0.317989590790976,0.500001580325582,0.392433865431811,0.202222544499192
1720,0.31748770117162,0.500000797398723,0.392623928600042,0.363563140691954,0.202721470984323
1783,0.318076458557778,0.500000788944636,0.393225328676118,0.363707548670412,0.200600213930183
1881,0.318359087457861,0.500000796952024,0.392618351892318,0.363591789508669,0.207995354969977
1954,0.317523435387063,0.500000793450677,0.39264732756655,0.3633595137933,0.19941172519806
2142,0.500000000000009,0.392690238891467,0.363366871786944,0.317723083171965,0.208160434743909
2194,0.318363470027456,0.500000815545449,0.39296443734681,0.363578439814843,0.208022583287824
2245,0.363947351611715,0.318223984472742,0.500001604875558,0.393390654754246,0.21081784675746
2355,0.363512880310734,0.317998886552659,0.499999999999952,0.392839566440361,0.207320185046894
2419,0.317923280133881,0.500000811974245,0.392729818209123,0.363602495312667,0.204243203738002
2492,0.317890590124665,0.500000785473248,0.393055034031038,0.363622386350554,0.207312967055079
2698,0.362754725685919,0.317350801804333,0.500000000000009,0.392116523497594,0.205433826564857
2799,0.50000157783159,0.391856057187123,0.362469756761383,0.316553303932138,0.205877115926283
2851,0.50000157544538,0.391847839757439,0.362629426751985,0.315907708843577,0.208435709934876
3061,0.362449381661284,0.316865942724685,0.500000817198841,0.391652834747886,0.202446238478311
3111,0.363050767127843,0.317961693814565,0.500001663613982,0.392357122178975,0.197760643095112
3157,0.362510200163773,0.316891190655981,0.499999999999997,0.391814506397094,0.205749036534668
3225,0.392172718641049,0.362707967806527,0.316973984783085,0.500002417158296,0.211220439812501
3484,0.362196585518464,0.317233779494078,0.500001544475749,0.391872136677621,0.204209801523989
3554,0.316041318955793,0.500000809702494,0.390795190052018,0.361427432623939,0.20886520962689
3611,0.500002314431437,0.391954800483918,0.36222345421656,0.317747933584926,0.204664851067133
3691,0.361872283079946,0.317451048496726,0.500001514993608,0.39204574474241,0.196315923035834
3830,0.500000000000002,0.392079279428134,0.362077946376811,0.317850975503948,0.1995075332258
3881,0.500001522856101,0.391385765128261,0.361493048324123,0.316668959673202,0.194745340883213
3937,0.500002435874912,0.392181118698881,0.362092630333153,0.317676470087739,0.20652265407171
4017,0.318156148525367,0.500002482113793,0.392382975720519,0.36227587258571,0.204523094937712
4117,0.500000000000002,0.392167269993275,0.362257896977501,0.318201692094926,0.214631274321269
4291,0.499999999999999,0.392415850378417,0.362229508530393,0.318892610370925,0.215925503923619
4357,0.499999999999991,0.391599443805933,0.361368816258511,0.317494816808986,0.210435247873559
4451,0.499999999999999,0.392132396295586,0.361814764738879,0.318050477150818,0.212867038550732
4667,0.36176994774267,0.319093071040843,0.499999999999991,0.392204008064558,0.212782941890236
4718,0.391718377555959,0.36173391243293,0.318780187785625,0.500000781447856,0.214749103283251
4812,0.31923206303595,0.500002417594445,0.392601263364137,0.362345665430416,0.214313755334199
4952,0.500002313916017,0.39186703954918,0.361810170859705,0.319224200059667,0.212588803802565
5016,0.50000000000001,0.392123525793256,0.361844168458103,0.318863029104688,0.219428747102291
5185,0.361904034229829,0.319471079045575,0.500001524024965,0.392118646602284,0.215433684796333
5344,0.361864741943595,0.319147829273521,0.500000759353672,0.392243640386744,0.206275750381536
5401,0.499999999999964,0.392599600417145,0.362225029112235,0.32055186691487,0.2113605141875
5456,0.500000000000036,0.391221876357428,0.361121527640043,0.319209934270572,0.208929564628549
5556,0.360947379910912,0.318956787341655,0.50000150490742,0.391219021811259,0.201153292436245
5632,0.391519535078266,0.361304684324489,0.31885694723671,0.500000000000044,0.201117824898189
5720,0.361893393855188,0.320395808976748,0.500001527806354,0.39196778599633,0.205350192453336
5875,0.499999999999962,0.391422079146888,0.361193529329065,0.320395284799795,0.214673342616059
5938,0.361374133771572,0.320141708781531,0.500000000000009,0.391621012145387,0.206888997901873
5993,0.392063975422877,0.361800031926059,0.321293683341462,0.499999999999957,0.207963460340526
6056,0.320445294412368,0.499999999999965,0.391672821191059,0.361204331406813,0.202043642052979
6121,0.500002290203181,0.392056529159153,0.361677765556696,0.320513239413055,0.206888005635566
6277,0.321415850371529,0.500000000000012,0.391911087637185,0.361601295430957,0.209652599629095
6327,0.50000154419001,0.391651757256137,0.361515839490972,0.320712922421507,0.207780641085185
6513,0.499999999999955,0.392038904199644,0.36172665232129,0.321591189746244,0.208771410030109
6566,0.360884484460965,0.320956208259789,0.50000153871493,0.390813401125908,0.20378364880912
6656,0.361087340410846,0.321444002665847,0.500001566187582,0.391246822420337,0.207564100786163
6765,0.500002355633912,0.391176018086814,0.3608079126253,0.321261889716393,0.213628440818653
6855,0.500000817551994,0.391558385033941,0.361255447549627,0.322173533101849,0.212792815210641
6919,0.499999999999964,0.391916959260325,0.361769872246035,0.322057773401371,0.211749694579665
6970,0.499999999999991,0.391953967351567,0.361511405551176,0.322695975680484,0.207069200552181
7083,0.361773267989046,0.322761665399321,0.500001546252022,0.391876796650316,0.206041219884726
7236,0.361510075037202,0.322281369055293,0.500001546252022,0.391740201942613,0.206242358582512
7296,0.361820787906534,0.323577197258967,0.500001546252022,0.392130378901534,0.205817360809532
7381,0.500000000000012,0.391909268644917,0.361767599762541,0.323046568902582,0.208437851797568
7487,0.392370053027758,0.362098503149227,0.323261625051638,0.500002320588901,0.209428912362845
7541,0.391927130673388,0.361711328966479,0.322872557266059,0.500002320588901,0.206468610672001
7618,0.391814584937261,0.361765816050913,0.322981673752164,0.500002320588901,0.207252359671542
7691,0.361982381954895,0.323568850246848,0.500001545219202,0.392275784335648,0.205636040651887
7834,0.500000795116079,0.392238035320064,0.361970789931928,0.323891796197363,0.213960214396157
7890,0.325054436243014,0.500000000000012,0.393103671874311,0.362588086046008,0.21221814217426
8071,0.361921325014656,0.324437533029932,0.50000158585951,0.39246851948914,0.215977141906045
8155,0.325155648543425,0.500000000000012,0.392929577150441,0.362585088509532,0.213698842349117
8363,0.326033741039024,0.500002319785781,0.392941633434251,0.362617810959994,0.21109854091273
8417,0.500002306601088,0.392738232572801,0.362499791125536,0.324855343160558,0.208112279194125
8519,0.325493401187211,0.500002319785781,0.392933561712046,0.362756416156098,0.208723203418632
8616,0.393194823889725,0.363170283879878,0.32619169019842,0.50000246498284,0.217178779663343
8801,0.50000161674944,0.393965848941038,0.363835789750913,0.327018720955674,0.215929861410563
8863,0.363423319632862,0.326888170570499,0.50000158585951,0.393664793462749,0.215975257714134
8914,0.50000161674944,0.394427973477532,0.363976687947516,0.327382237288414,0.217063965290026
8970,0.327348764365492,0.499999999999991,0.393959915291395,0.363766625645967,0.211876626968648
9053,0.500000000000037,0.394254977744687,0.364166147512089,0.327967273875309,0.217540661076826
9151,0.328470233437206,0.499999999999962,0.394618968855996,0.364568888038689,0.211237417125838
9257,0.50000154419001,0.394922477726004,0.364915804829801,0.328930239680623,0.216232890760214
9510,0.500000000000002,0.395980434303736,0.366225755335052,0.330313317946504,0.212670635085212
9563,0.500000000000011,0.39591819900097,0.366328609984017,0.330195173627682,0.211946321108006
9700,0.500001533166465,0.397479933302992,0.367919131485312,0.332585440722402,0.213298120330418
9752,0.367005151491172,0.330320458550811,0.500000000000045,0.396432719905013,0.216300869000528
9822,0.500000751817758,0.396785218611959,0.367508548220091,0.331723468887771,0.213583844605098
9972,0.500000751817758,0.397618372714306,0.368498547605775,0.332909005273772,0.210753133259052
10083,0.499999999999997,0.398308351138345,0.369065575372523,0.33297352894731,0.214587472233369
10135,0.369323467456364,0.333176980356224,0.500001515488854,0.398446860858625,0.210680458474851
10189,0.369365162087249,0.333694383556094,0.500001535935731,0.398403852265259,0.21053127038278
10261,0.500000000000037,0.398780418417617,0.369996484613934,0.334743676121056,0.20936363032275
10397,0.500000000000046,0.39994194538337,0.371141855569011,0.334940702994617,0.215875032317442
10453,0.500001559856619,0.399987281408519,0.371368157356686,0.335200836274153,0.212826231726684
10503,0.500001581585794,0.400185714715465,0.371588490411719,0.3356336347823,0.212951675182731
10554,0.500000781106222,0.400155525897056,0.371681937542332,0.336148961607419,0.216333296736591
10685,0.50000161674944,0.401496889266341,0.372984978178639,0.337693355251724,0.214990457072699
10782,0.499999999999954,0.402559401582028,0.374267093341593,0.33919861439389,0.216285176009729
10837,0.499999999999954,0.402441654104235,0.374175053171009,0.338677033188319,0.215206297628687
10893,0.500000000000036,0.402644011891899,0.374226841828008,0.338186180712795,0.214368089294778
10954,0.500001644442426,0.403543928034542,0.375259783435473,0.340068852540814,0.215715426941155
11076,0.499999999999954,0.403651805217729,0.37589307121413,0.34041033280839,0.214795612010448
11307,0.403691141486159,0.376276998866446,0.339722269978524,0.500002406887059,0.2139883750739
11364,0.403862305455205,0.376410047017232,0.340768657823796,0.500002406887059,0.214260958093244
11485,0.499999999999954,0.405315671468735,0.378164280033118,0.342528485849119,0.215609271268678
11640,0.405471759397964,0.378306734604229,0.342074498333476,0.500000808822454,0.216674940682598
11690,0.50000159949592,0.405217633064119,0.378424251728244,0.342044667731158,0.213692942004301
11786,0.405173964176197,0.378293893736939,0.341639334734645,0.499999999999862,0.209548856436276
11922,0.341592471797477,0.499999999999991,0.405762901231454,0.378937555048715,0.208085554124014
12167,0.344049894343915,0.500000000000002,0.407238726376515,0.380560798474747,0.206673928010894
12218,0.406631157131045,0.379918547840884,0.342131421309833,0.500002348727626,0.210769116990557
12292,0.381316882164366,0.344198497149313,0.500001564012556,0.407567184266856,0.211027600107513
12417,0.380856759277493,0.343295995888402,0.500001555719939,0.407307628669499,0.208495482318685
12472,0.381758180632612,0.344719888583535,0.499999999999991,0.408310348042392,0.209926326302683
12529,0.407085235164595,0.380786326734696,0.343282267298958,0.499999999999862,0.209432726388115
12589,0.499999999999997,0.408381351079495,0.382250353877737,0.345376670671914,0.208901288326617
12717,0.344794989217698,0.499999999999991,0.408505970815162,0.382292771041367,0.211233063433978
12775,0.408424358341853,0.382303325056238,0.345018140193073,0.499999999999862,0.208296925887708
12852,0.500000000000012,0.409077838675706,0.382981846960917,0.346043369447338,0.213524914197489
13005,0.383088118428562,0.344575273920258,0.500000000000009,0.408664417780429,0.212585852180037
13056,0.383184577789811,0.345618513960617,0.50000158585951,0.409114788118987,0.216163013350875
13123,0.383164073146153,0.345841444966453,0.500001534766481,0.408942173684045,0.21202058443028
13191,0.345819454828318,0.500002326808894,0.409674608547846,0.383725999765519,0.214807741132534
13287,0.383292504204491,0.344540816620382,0.500001535935731,0.408878666797277,0.20622128433488
13386,0.40931892941781,0.38383276506167,0.344982596368004,0.499999999999999,0.210306098331045
13573,0.499999999999957,0.41008106943893,0.384462989494559,0.345703436130971,0.207413917694973
13652,0.384518780077636,0.346208167380298,0.500000771187839,0.410142721561348,0.20901571405044
13720,0.345377149271922,0.500002351290787,0.409315557076574,0.38414176016661,0.212252234566473
13869,0.347619465188267,0.500000000000002,0.410872622429563,0.385637982167235,0.212820534387244
13917,0.385231544150208,0.346716240912361,0.500000799572706,0.410367157812472,0.213632056010593
13987,0.500000000000046,0.410000349261398,0.384882530277278,0.345375197534851,0.212450932414311
14045,0.500000000000003,0.410496873749103,0.385102631815932,0.346169810399169,0.215035316404634
14200,0.500000813878165,0.410286541447162,0.385455453491047,0.345411481308715,0.211727618606552
14253,0.410598879072711,0.385628548997079,0.346835321508039,0.500002441201361,0.216027924585809
14352,0.500001663835604,0.410877103936919,0.385865291647847,0.347790212054801,0.211761327443993
14399,0.499999999999988,0.410039417012152,0.385213436057226,0.34578996420487,0.215032080990015
