nMillisecondsElapsed,nBlue,nGreen,nRed,nAlpha,nIr
164799,0,0,0,0,0
164835,0,0,0,0,0
164868,0,0,0,0,0
164901,0,0,0,0,0
164934,0,0,0,0,0
164967,0,0,0,0,0
165000,0,0,0,0,0
165033,0,0,0,0,0
165066,0,0,0,0,0
165100,0,0,0,0,0
165132,0,0,0,0,0
165166,0,0,0,0,0
165200,0,0,0,0,0
165234,0,0,0,0,0
165266,0,0,0,0,0
165299,0,0,0,0,0
165333,0,0,0,0,0
165366,0,0,0,0,0
165399,0,0,0,0,0
165432,0,0,0,0,0
165485,0,0,0,0,0
165513,0,0,0,0,0
165542,0,0,0,0,0
165577,0,0,0,0,0
165606,0,0,0,0,0
165632,0,0,0,0,0
165666,0,0,0,0,0
165700,0,0,0,0,0
165745,0,0,0,0,0
165776,0,0,0,0,0
165803,0,0,0,0,0
165835,0,0,0,0,0
165867,0,0,0,0,0
165900,0,0,0,0,0
165933,0,0,0,0,0
165967,0,0,0,0,0
166001,0,0,0,0,0
166037,0,0,0,0,0
166069,0,0,0,0,0
166132,0,0,0,0,0
166168,0,0,0,0,0
166200,0,0,0,0,0
166233,0,0,0,0,0
166266,0,0,0,0,0
166299,0,0,0,0,0
166333,0,0,0,0,0
166365,0,0,0,0,0
166400,0,0,0,0,0
166435,0,0,0,0,0
166490,0,0,0,0,0
166538,0,0,0,0,0
166581,0,0,0,0,0
166602,0,0,0,0,0
166634,0,0,0,0,0
166667,0,0,0,0,0
166702,0,0,0,0,0
166737,0,0,0,0,0
166767,0,0,0,0,0
166801,0,0,0,0,0
166835,0,0,0,0,0
166866,0,0,0,0,0
166900,0,0,0,0,0
166933,0,0,0,0,0
166967,0,0,0,0,0
167000,0,0,0,0,0
167034,0,0,0,0,0
167067,0,0,0,0,0
167103,0,0,0,0,0
167134,0,0,0,0,0
167168,0,0,0,0,0
167200,0,0,0,0,0
167234,0,0,0,0,0
167267,0,0,0,0,0
167306,0,0,0,0,0
167339,0,0,0,0,0
167369,0,0,0,0,0
167403,0,0,0,0,0
167435,0,0,0,0,0
167467,0,0,0,0,0
167500,0,0,0,0,0
167536,0,0,0,0,0
167567,0,0,0,0,0
167599,0,0,0,0,0
167634,0,0,0,0,0
167666,0,0,0,0,0
167763,0,0,0,0,0
167801,0,0,0,0,0
167838,0,0,0,0,0
167865,0,0,0,0,0
167904,0,0,0,0,0
167940,0.500049748768837,0.435762787312787,0.413308167246361,0.379149930626263,0.292485426806492
167965,0,0,0,0,0
168001,0,0,0,0,0
168035,0,0,0,0,0
168068,0,0,0,0,0
168101,0,0,0,0,0
168134,0,0,0,0,0
168169,0,0,0,0,0
168202,0,0,0,0,0
168233,0,0,0,0,0
168266,0,0,0,0,0
168300,0,0,0,0,0
168333,0,0,0,0,0
168366,0,0,0,0,0
168399,0,0,0,0,0
168432,0,0,0,0,0
168466,0,0,0,0,0
168506,0,0,0,0,0
168536,0,0,0,0,0
168568,0,0,0,0,0
168599,0,0,0,0,0
168634,0,0,0,0,0
168671,0,0,0,0,0
168703,0,0,0,0,0
168735,0,0,0,0,0
168785,0,0,0,0,0
168806,0,0,0,0,0
168844,0,0,0,0,0
168878,0,0,0,0,0
168914,0,0,0,0,0
168946,0,0,0,0,0
168981,0,0,0,0,0
169017,0,0,0,0,0
169044,0,0,0,0,0
169073,0,0,0,0,0
169115,0,0,0,0,0
169147,0,0,0,0,0
169173,0,0,0,0,0
169208,0,0,0,0,0
169239,0,0,0,0,0
169273,0,0,0,0,0
169316,0,0,0,0,0
169339,0,0,0,0,0
169375,0,0,0,0,0
169406,0,0,0,0,0
169446,0,0,0,0,0
169479,0,0,0,0,0
169513,0,0,0,0,0
169537,0,0,0,0,0
169569,0,0,0,0,0
169601,0,0,0,0,0
169636,0,0,0,0,0
169674,0,0,0,0,0
169704,0,0,0,0,0
169734,0,0,0,0,0
169766,0,0,0,0,0
169802,0,0,0,0,0
169834,0,0,0,0,0
169866,0,0,0,0,0
169901,0,0,0,0,0
169934,0,0,0,0,0
169966,0,0,0,0,0
170000,0,0,0,0,0
170035,0,0,0,0,0
170067,0,0,0,0,0
170099,0,0,0,0,0
170133,0,0,0,0,0
170167,0,0,0,0,0
170203,0,0,0,0,0
170233,0,0,0,0,0
170265,0,0,0,0,0
170300,0,0,0,0,0
170335,0,0,0,0,0
170367,0,0,0,0,0
170401,0,0,0,0,0
170433,0,0,0,0,0
170467,0,0,0,0,0
170500,0,0,0,0,0
170565,0,0,0,0,0
170601,0,0,0,0,0
170633,0,0,0,0,0
170669,0,0,0,0,0
170732,0,0,0,0,0
170767,0,0,0,0,0
170800,0,0,0,0,0
170833,0,0,0,0,0
170867,0,0,0,0,0
170899,0,0,0,0,0
170933,0,0,0,0,0
170969,0,0,0,0,0
171003,0,0,0,0,0
171035,0,0,0,0,0
171068,0,0,0,0,0
171118,0,0,0,0,0
171161,0,0,0,0,0
171189,0,0,0,0,0
171210,0,0,0,0,0
171235,0,0,0,0,0
171268,0,0,0,0,0
171327,0,0,0,0,0
171364,0,0,0,0,0
171390,0,0,0,0,0
171412,0,0,0,0,0
171437,0,0,0,0,0
171469,0,0,0,0,0
171502,0,0,0,0,0
171567,0,0,0,0,0
171601,0,0,0,0,0
171633,0,0,0,0,0
171667,0,0,0,0,0
171701,0,0,0,0,0
171737,0,0,0,0,0
171767,0,0,0,0,0
171802,0,0,0,0,0
171834,0,0,0,0,0
171867,0,0,0,0,0
171902,0,0,0,0,0
171935,0,0,0,0,0
171968,0,0,0,0,0
172002,0,0,0,0,0
172035,0,0,0,0,0
172066,0,0,0,0,0
172100,0,0,0,0,0
172134,0,0,0,0,0
172167,0,0,0,0,0
172202,0,0,0,0,0
172233,0,0,0,0,0
172268,0,0,0,0,0
172333,0,0,0,0,0
172366,0,0,0,0,0
172401,0,0,0,0,0
172434,0,0,0,0,0
172468,0,0,0,0,0
172501,0,0,0,0,0
172534,0,0,0,0,0
172567,0,0,0,0,0
172601,0,0,0,0,0
172633,0,0,0,0,0
172667,0,0,0,0,0
172700,0,0,0,0,0
172734,0,0,0,0,0
172767,0,0,0,0,0
172801,0,0,0,0,0
172833,0,0,0,0,0
172865,0,0,0,0,0
172914,0,0,0,0,0
172968,0,0,0,0,0
173024,0,0,0,0,0
173066,0,0,0,0,0
173091,0,0,0,0,0
173112,0,0,0,0,0
173133,0,0,0,0,0
173166,0,0,0,0,0
173200,0,0,0,0,0
173237,0,0,0,0,0
173271,0,0,0,0,0
173301,0,0,0,0,0
173335,0,0,0,0,0
173368,0,0,0,0,0
173401,0,0,0,0,0
173443,0,0,0,0,0
173490,0,0,0,0,0
173519,0,0,0,0,0
173547,0,0,0,0,0
173568,0,0,0,0,0
173600,0,0,0,0,0
173633,0,0,0,0,0
173667,0,0,0,0,0
173707,0,0,0,0,0
173735,0,0,0,0,0
173769,0,0,0,0,0
173801,0,0,0,0,0
173832,0,0,0,0,0
173901,0,0,0,0,0
173933,0,0,0,0,0
173968,0,0,0,0,0
174001,0,0,0,0,0
174035,0,0,0,0,0
174066,0,0,0,0,0
174101,0,0,0,0,0
174133,0,0,0,0,0
174167,0,0,0,0,0
174201,0,0,0,0,0
174234,0,0,0,0,0
174267,0,0,0,0,0
174301,0,0,0,0,0
174336,0,0,0,0,0
174367,0,0,0,0,0
174402,0,0,0,0,0
174434,0,0,0,0,0
174467,0,0,0,0,0
174505,0,0,0,0,0
174535,0,0,0,0,0
174567,0,0,0,0,0
174602,0,0,0,0,0
174638,0,0,0,0,0
174671,0,0,0,0,0
174705,0,0,0,0,0
174744,0,0,0,0,0
174782,0,0,0,0,0
174821,0,0,0,0,0
174855,0,0,0,0,0
174890,0,0,0,0,0
174931,0,0,0,0,0
174966,0,0,0,0,0
175014,0,0,0,0,0
175046,0,0,0,0,0
175075,0,0,0,0,0
175114,0,0,0,0,0
175143,0,0,0,0,0
175182,0,0,0,0,0
175209,0,0,0,0,0
175244,0,0,0,0,0
175279,0,0,0,0,0
175310,0,0,0,0,0
175341,0,0,0,0,0
175374,0,0,0,0,0
175406,0,0,0,0,0
175440,0,0,0,0,0
175473,0,0,0,0,0
175505,0,0,0,0,0
175539,0,0,0,0,0
175570,0,0,0,0,0
175608,0,0,0,0,0
175642,0,0,0,0,0
175676,0,0,0,0,0
175710,0,0,0,0,0
175743,0,0,0,0,0
175775,0,0,0,0,0
175806,0,0,0,0,0
175838,0,0,0,0,0
175869,0,0,0,0,0
175904,0,0,0,0,0
175936,0,0,0,0,0
175969,0,0,0,0,0
176002,0,0,0,0,0
176034,0,0,0,0,0
176067,0,0,0,0,0
176101,0,0,0,0,0
176134,0,0,0,0,0
176173,0,0,0,0,0
176209,0,0,0,0,0
176238,0,0,0,0,0
176267,0,0,0,0,0
176301,0,0,0,0,0
176334,0,0,0,0,0
176367,0,0,0,0,0
176401,0,0,0,0,0
176433,0,0,0,0,0
176467,0,0,0,0,0
176500,0,0,0,0,0
176538,0,0,0,0,0
176566,0,0,0,0,0
176671,0,0,0,0,0
176707,0,0,0,0,0
176739,0,0,0,0,0
176773,0,0,0,0,0
176807,0,0,0,0,0
176841,0,0,0,0,0
176873,0,0,0,0,0
176906,0,0,0,0,0
176942,0,0,0,0,0
176974,0,0,0,0,0
177008,0,0,0,0,0
177041,0,0,0,0,0
177068,0,0,0,0,0
177102,0,0,0,0,0
177136,0,0,0,0,0
177170,0,0,0,0,0
177203,0,0,0,0,0
177235,0,0,0,0,0
177268,0,0,0,0,0
177302,0,0,0,0,0
177334,0,0,0,0,0
177367,0,0,0,0,0
177401,0,0,0,0,0
177434,0,0,0,0,0
177466,0,0,0,0,0
177500,0,0,0,0,0
177534,0,0,0,0,0
177566,0,0,0,0,0
177599,0,0,0,0,0
177639,0,0,0,0,0
177688,0,0,0,0,0
177715,0,0,0,0,0
177737,0,0,0,0,0
177768,0,0,0,0,0
177803,0,0,0,0,0
177834,0,0,0,0,0
177870,0,0,0,0,0
177903,0,0,0,0,0
177935,0,0,0,0,0
177970,0,0,0,0,0
178001,0,0,0,0,0
178035,0,0,0,0,0
178068,0,0,0,0,0
178101,0,0,0,0,0
178132,0,0,0,0,0
178178,0,0,0,0,0
178215,0,0,0,0,0
178242,0,0,0,0,0
178273,0,0,0,0,0
178303,0,0,0,0,0
178335,0,0,0,0,0
178366,0,0,0,0,0
178433,0,0,0,0,0
178468,0,0,0,0,0
178502,0,0,0,0,0
178535,0,0,0,0,0
178567,0,0,0,0,0
178620,0,0,0,0,0
178663,0,0,0,0,0
178708,0,0,0,0,0
178745,0,0,0,0,0
178777,0,0,0,0,0
178810,0,0,0,0,0
178842,0,0,0,0,0
178878,0,0,0,0,0
178910,0,0,0,0,0
178936,0,0,0,0,0
178968,0,0,0,0,0
179025,0,0,0,0,0
179055,0,0,0,0,0
179082,0,0,0,0,0
179108,0,0,0,0,0
179137,0,0,0,0,0
179167,0,0,0,0,0
179202,0,0,0,0,0
179234,0,0,0,0,0
179267,0,0,0,0,0
179317,0,0,0,0,0
179342,0,0,0,0,0
179367,0,0,0,0,0
179409,0,0,0,0,0
179456,0,0,0,0,0
179483,0,0,0,0,0
179509,0,0,0,0,0
179537,0,0,0,0,0
179568,0,0,0,0,0
179601,0,0,0,0,0
179633,0,0,0,0,0
179666,0,0,0,0,0
179702,0,0,0,0,0
179734,0,0,0,0,0
179767,0,0,0,0,0
179800,0,0,0,0,0
179833,0,0,0,0,0
179868,0,0,0,0,0
179902,0,0,0,0,0
179935,0,0,0,0,0
179967,0,0,0,0,0
180001,0,0,0,0,0
180034,0,0,0,0,0
180067,0,0,0,0,0
180100,0,0,0,0,0
180126,0,0,0,0,0
